"","Pos","Points","Assists","Rebounds","Year"
"694","C",1.4,0.1,2.1,2011
"695","PF",3.4,0.3,2.1,2011
"696","PF",18.9,2.3,7.5,2011
"697","C",10.3,0.6,9.5,2011
"698","SG",8.9,2.9,2,2011
"699","C",4.3,0.5,3.2,2011
"700","SG",10.5,1.2,1.9,2011
"701","SF",0.4,0.3,0.2,2011
"702","PF",0.3,0.3,1.5,2011
"703","SF",2.8,0.4,1.3,2011
"704","SF",11,2.2,5.4,2011
"705","SG",8.7,1,2.1,2011
"706","C",3.9,0.6,5.7,2012
"707","SF",9.6,1.5,2,2012
"708","PF",7.1,1.2,6.3,2012
"709","C",19.5,2,5.6,2012
"710","PG",2,1.4,1.4,2012
"711","PG",4.5,3.4,3.8,2012
"712","SG",16.7,2,3.3,2012
"713","PF",6.3,0.9,6.6,2012
"714","SG",6.6,1.1,2.2,2012
"715","C",1.2,0.2,3.3,2012
"716","SF",9.1,2,4.7,2012
"717","PG",11.4,3.8,2.2,2012
"718","PG",10.5,8.8,3.1,2012
"719","PG",4.3,1.7,1.3,2012
"720","SF",9.7,0.9,4.1,2012
"721","SF",3.2,0.6,2,2012
"722","C",2.4,0.2,3.4,2012
"723","C",2.8,0.8,3.1,2013
"724","SF",10.7,1.6,2.3,2013
"725","PF",10,1.5,7.5,2013
"726","PF",12.7,1.1,3.6,2013
"727","SG",18.1,2.5,3.9,2013
"728","PG",5.3,1.7,1,2013
"729","C",8.9,0.7,6,2013
"730","PG",11.6,6.4,4.7,2013
"731","SF",4.7,1.2,4.1,2013
"732","SF",7.4,0.8,2.6,2013
"733","SF",5.3,0.5,1.9,2013
"734","PF",4,0.4,2.6,2013
"735","SF",18.2,2.7,6.1,2013
"736","PG",5.6,2.6,1.4,2013
"737","SG",6.4,0.7,2,2013
"738","C",1.8,0.6,3,2014
"739","SG",8.8,1,2.8,2014
"740","PF",4.2,0.3,3.1,2014
"741","C",22.7,2.9,11.7,2014
"742","SF",8,0.7,4.1,2014
"743","C",0.4,0.2,1.3,2014
"744","PG",20.3,6.3,3,2014
"745","SG",2,0.6,0.5,2014
"746","PF",7.1,0.6,6.5,2014
"747","SG",2.2,0.4,1.2,2014
"748","SF",2.7,0.4,3.4,2014
"749","PG",6.2,2.7,1.8,2014
"750","PF",4,0.4,6.2,2014
"751","PF",0,0,0,2014
"752","SF",20,2.9,5.9,2014
"753","SF",5.4,0.8,2.7,2014
"754","SG",0.9,0.1,0.7,2016
"755","C",12,1.5,6.4,2016
"756","C",8.7,1,6.2,2016
"757","SG",9.6,1.7,2.6,2016
"758","C",7.5,1.2,4.2,2016
"759","SG",8.8,1.2,3.9,2016
"760","SG",11.7,3,3.2,2016
"761","PG",1.8,1.4,0.6,2016
"762","PG",20.9,5.2,4.4,2016
"763","PF",11.7,1.4,6.5,2016
"764","SF",12.7,1.3,6.4,2016
"765","SF",14.9,5.8,6.1,2016
"766","PF",6,1.9,4.3,2016
"767","SG",5.6,0.5,1.4,2016
"768","PF",2.4,0.2,2,2016
"769","SG",0.2,0.6,0.6,2017
"770","PG",3.5,1.3,0.9,2017
"771","PG",3.1,1.1,1.3,2017
"772","PF",2.7,0.2,2.3,2017
"773","C",10.3,1.6,6.6,2017
"774","C",11.7,2.2,4.5,2017
"775","SG",9.7,1.2,4.3,2017
"776","PF",3.5,0.5,1.7,2017
"777","PG",23.2,5.5,3.9,2017
"778","SG",10.5,2,2.4,2017
"779","PF",11.2,1.4,6.6,2017
"780","SF",9.2,1.4,6.9,2017
"781","C",1,0.5,1.5,2017
"782","C",2.5,0.5,2.1,2017
"783","SG",15.1,5.9,6.2,2017
"784","PG",6.2,2.6,1.4,2017
"785","SG",2.1,0.2,0.8,2017
"786","SG",6.7,1.2,2.6,2018
"787","PG",15.2,5.2,3.7,2018
"788","C",12,1.6,5.7,2018
"789","PF",5.9,1.2,3.5,2018
"790","SF",7.8,1,2.5,2018
"791","C",8.5,1.2,5.6,2018
"792","SG",2.9,0.4,1,2018
"793","PF",18.9,2,6.1,2018
"794","PG",11.6,6.3,2.9,2018
"795","SF",4.6,0.3,2.4,2018
"796","PF",5.7,0,3,2018
"797","C",1.7,0,1.1,2018
"798","PF",8.7,0.6,4.5,2018
"799","PF",0,0,0,2018
"800","SF",3.2,1.8,3.3,2018
"801","PF",5.4,0.7,3.3,2018
"802","C",4.4,0.7,5.6,2018
"803","C",3.5,0.6,4,2018
"804","SG",1,1,0,2018
"805","SF",12.7,2.7,3.1,2018
"806","SG",10.2,2.5,3,2018
"807","PG",5.9,1.7,1.3,2019
"808","PF",0.9,0.1,1.4,2019
"809","SF",18,2,4.1,2019
"810","PG",6.5,3.9,3.4,2019
"811","PG",11.2,6,3.1,2019
"812","SG",1.2,0.3,0.6,2019
"813","C",14.1,2.9,9.3,2019
"814","SF",7.3,0.9,1.4,2019
"815","PG",2.9,0.4,1.1,2019
"816","C",0,0.3,1,2019
"817","C",3.5,1.2,2.6,2019
"818","C",13.3,1.6,7.2,2019
"819","PF",3.9,0.4,2.1,2019
"820","PF",12.6,2.5,6.5,2019
"821","SG",10.2,2.4,2.9,2019
"822","SG",18.8,5.2,5.6,2019
"823","SF",12.2,2.3,2.5,2019
"824","PG",9.5,3.4,2.3,2020
"825","PF",2,0.4,2.8,2020
"826","SF",1,0,1.2,2020
"827","PF",18.5,5,12.4,2020
"828","PF",10.3,1.1,2.5,2020
"829","SG",4.9,1.8,1.5,2020
"830","C",3.2,0.4,2,2020
"831","PF",4.6,0.6,2.6,2020
"832","SG",12.5,2.1,4.3,2020
"833","SF",8.3,1.3,3.2,2020
"834","PG",16.5,7.1,4.9,2020
"835","C",12.1,1.2,6.6,2020
"836","SG",2.8,1.6,1.4,2020
"837","PF",3,0.3,2.5,2020
"838","PG",6.5,5,2.6,2020
"839","SF",19.8,1.5,4.2,2020
"840","SG",14.5,2.9,4,2020
"841","PG",7.2,1.9,1.3,2021
"842","C",2.6,0.2,1.6,2021
"843","SF",0.5,0,0.5,2021
"844","SG",20.2,5.2,4.6,2021
"845","SG",1.5,0,0.8,2021
"846","PF",20.3,6.7,11.9,2021
"847","PF",13.6,1.3,3.3,2021
"848","SG",7.5,0.9,1.7,2021
"849","C",5.1,0.8,3.3,2021
"850","PF",4.6,0.1,2.6,2021
"851","PG",1.3,0.5,1.3,2021
"852","SG",10.1,1.5,3.6,2021
"853","SG",10.5,1.7,3.5,2021
"854","SF",4.5,0.5,2.2,2021
"855","PG",21.2,5.9,5.2,2021
"856","C",12.6,1,6.5,2021
"857","SF",10.9,0.9,5.5,2021
"858","PG",8.6,6.6,3.7,2021
"859","SF",15.5,1.3,3.5,2021
"860","PG",8,1,3,2018
"861","PG",2.5,0.6,0.4,2018
"862","PF",5,0.5,3.4,2018
"863","C",4,1,4,2018
"864","PG",18.6,7.9,5.4,2018
"865","C",13.9,0.9,10.9,2018
"866","SG",18,2.2,2.5,2018
"867","SG",12.1,0.6,3.3,2018
"868","SG",30.4,8.8,5.4,2018
"869","SF",6.8,1.5,3.2,2018
"870","PF",7.5,0.9,3.1,2018
"871","SG",1.3,0.5,1.3,2018
"872","C",6.5,0.9,3.3,2018
"873","PF",6.1,0.9,5.5,2018
"874","SG",3.8,0.6,1,2018
"875","PF",9.3,0.9,5,2018
"876","C",3.5,0.3,3.2,2018
"877","SG",1.3,0.3,1,2018
"878","SF",11.7,1.6,4.4,2018
"879","C",1.2,0.1,1.2,2018
"880","SG",6.5,2,2.9,1995
"881","PF",9.2,1,8.2,1995
"882","C",5.5,0.4,9.4,1995
"883","SF",21.3,2.6,5.6,1995
"884","PF",9.1,1.1,3.8,1995
"885","C",2.7,0.3,1.6,1995
"886","PG",9.2,2.5,1.9,1995
"887","SF",8.1,1.3,4.1,1995
"888","PF",5,0.6,3.3,1995
"889","PF",13.4,1.6,8,1995
"890","PG",18.9,8.8,4.9,1995
"891","PG",3.2,2.3,0.7,1995
"892","PG",8.9,3.8,2.3,1995
"893","SG",10.7,2.5,3.8,1996
"894","PF",1.4,0.2,1.1,1996
"895","C",14.5,1.8,8,1996
"896","PF",7.3,0.6,5.8,1996
"897","C",5.1,0.5,9,1996
"898","SF",21.1,2.4,5.7,1996
"899","SF",3.8,0.6,2.3,1996
"900","C",0.8,0.1,0.8,1996
"901","PF",7.5,0.7,3.4,1996
"902","PF",9.3,1.5,4.7,1996
"903","PG",8.5,2,2.1,1996
"904","PG",3,1.1,0.6,1996
"905","PG",18.7,9.6,4.4,1996
"906","PG",5.7,3.3,1.8,1996
"907","SG",5.2,1.9,2.7,1997
"908","PF",2.8,0.3,2.2,1997
"909","SF",21.4,7.3,9,1997
"910","PF",5,0.6,3.5,1997
"911","PF",1.5,0.2,1.5,1997
"912","SG",14.7,4,2.4,1997
"913","PG",14.2,1.9,2.8,1997
"914","PG",2,0.9,0.5,1997
"915","SG",3.9,0.5,1.5,1997
"916","C",13.1,1.7,7.9,1997
"917","PG",1.7,0.7,0.2,1997
"918","C",2.5,0.3,2.4,1997
"919","PF",10.8,1.3,4.8,1997
"920","C",5.8,0.2,3.3,1997
"921","SG",4.1,2.2,2.8,1998
"922","PG",22,6.2,3.7,1998
"923","SG",1.9,0.5,0.7,1998
"924","C",4.5,0.2,3.8,1998
"925","PG",6.3,4.4,3.6,1998
"926","PF",17.6,2.5,9.9,1998
"927","PG",2.7,1.6,0.6,1998
"928","PG",3.3,2.8,1.3,1998
"929","PF",14.6,1.2,5.9,1998
"930","PF",2.7,0.1,2.1,1998
"931","SF",4,1,2.2,1998
"932","C",4.1,0.5,3.6,1998
"933","C",9.9,0.7,6.7,1998
"934","SF",11,1.2,3.8,1998
"935","PF",6,0,2,1998
"936","C",1.1,0.1,1.5,1998
"937","SG",4.8,2,2.8,1999
"938","SG",26.8,4.6,4.9,1999
"939","SG",1,0,0,1999
"940","C",0.7,0.2,1.3,1999
"941","C",0.2,0,0.3,1999
"942","PG",3.8,1,0.9,1999
"943","PG",8.6,6.3,3.4,1999
"944","SF",8.3,1.8,6.5,1999
"945","PF",3.1,0.5,2.4,1999
"946","PF",1.9,0.2,0.8,1999
"947","PG",9.1,1.5,3.8,1999
"948","C",13.5,1.2,7.2,1999
"949","C",1.6,0.1,1.4,1999
"950","PF",0.8,0.1,1.4,1999
"951","PF",11.2,0.6,8.2,1999
"952","PF",8.6,0.9,7.5,1999
"953","SG",8,2.9,3,2000
"954","SG",28.4,4.7,3.8,2000
"955","SF",0.6,0.2,0.5,2000
"956","PG",7.9,7.6,3.2,2000
"957","SF",9.6,1.8,7.8,2000
"958","SG",0.5,0.1,0.2,2000
"959","SF",1.7,0.2,1.2,2000
"960","PG",1.8,1.2,0.8,2000
"961","C",9.7,0.6,6,2000
"962","C",1.9,0.1,1.8,2000
"963","C",2,0.6,3,2000
"964","PF",11.9,0.6,7.7,2000
"965","C",3.7,0.2,2.7,2000
"966","SF",14.8,4.7,4.8,2000
"967","PF",12,0.8,9.2,2000
"968","SG",11.6,5,4.1,2001
"969","SG",31.1,4.6,3.8,2001
"970","PF",0.5,0,0.5,2001
"971","C",10,1,13.5,2001
"972","PG",9.8,7.4,3.3,2001
"973","SF",8.4,1.7,7.2,2001
"974","SF",4.7,0.5,2.9,2001
"975","PG",3.1,2.1,1.3,2001
"976","C",6.1,0.4,3.9,2001
"977","PG",0.7,1.4,0.5,2001
"978","SG",1,0,0.2,2001
"979","SF",5.3,0.4,1.5,2001
"980","SF",9.6,1.7,3.4,2001
"981","C",12.4,1.2,8.3,2001
"982","C",4.1,0.2,2.7,2001
"983","PF",9.6,0.6,9,2001
"984","SG",12.2,3.7,4,2002
"985","SG",31.4,5.5,4.5,2002
"986","C",1.1,0.1,1.6,2002
"987","PF",3.6,0.6,5.1,2002
"988","SF",1.4,0.1,0.2,2002
"989","PF",15.1,1.7,8.8,2002
"990","SF",2.9,1.1,3.1,2002
"991","C",11.5,1,10.8,2002
"992","PG",12.1,6.6,3.5,2002
"993","SG",3.3,0.3,0.3,2002
"994","C",3.2,0.5,1.2,2002
"995","C",0.8,0,1.6,2002
"996","SF",11.8,1.3,7.1,2002
"997","PF",1.1,0.3,3.4,2002
"998","SG",3.4,1,1.5,2002
"999","C",1.5,0.1,2,2002
"1000","PG",7.2,3,2.4,2002
"1001","SF",1.3,0.1,0.8,2002
"1002","PG",3.3,1,0.9,2002
"1003","SF",9,3.5,4.4,2003
"1004","SG",27.6,5.5,4.2,2003
"1005","PF",6,0.2,4.8,2003
"1006","C",9.4,1.4,7.1,2003
"1007","C",1.5,0.2,0.8,2003
"1008","PG",12.9,6.6,3.7,2003
"1009","SG",6,1.3,2.9,2003
"1010","PG",2.1,0.7,1,2003
"1011","PF",15.9,1.3,7,2003
"1012","PG",3.4,1.7,1.1,2003
"1013","PF",10.1,1.7,8,2003
"1014","SF",4.4,1.2,2.2,2003
"1015","C",7.1,0.5,4.7,2003
"1016","PF",5.6,0.7,7,2003
"1017","SF",9.2,2.6,3.4,2004
"1018","SG",26.4,6.8,3.7,2004
"1019","C",1.9,0.3,2.2,2004
"1020","C",8,1.4,5.6,2004
"1021","PG",10.3,6.9,3.5,2004
"1022","SF",16.6,1.4,4.5,2004
"1023","SG",3.1,0.8,1.9,2004
"1024","SG",5.8,1.7,2.6,2004
"1025","PF",13.6,1.5,10.1,2004
"1026","SF",4.5,0.5,1.5,2004
"1027","PF",9.4,0.8,5.7,2004
"1028","C",8,0.3,7.7,2004
"1029","SG",6.9,1,1.2,2004
"1030","C",3.7,0.3,3.2,2004
"1031","SG",2.2,1.5,2.5,2005
"1032","PG",30.7,7.9,4,2005
"1033","SG",9,3,5.7,2005
"1034","PF",19.5,4.7,9.1,2005
"1035","SG",4.1,2,2.1,2005
"1036","PF",2.8,0.3,1.9,2005
"1037","SF",1.5,0.5,1.4,2005
"1038","PG",1.1,0.7,0.7,2005
"1039","SF",11.5,2.2,4.6,2005
"1040","C",12,1,5,2005
"1041","PF",1.8,0.3,1.5,2005
"1042","SF",7.7,1.5,4.3,2005
"1043","C",8.2,0.5,7.5,2005
"1044","SG",7.7,1.8,2.3,2005
"1045","PG",0.5,0.8,1.4,2006
"1046","C",1.6,0.2,1.7,2006
"1047","PF",7.9,0.9,3.4,2006
"1048","C",10.2,1,6.3,2006
"1049","SF",6.3,1,3.9,2006
"1050","SG",0.9,0.3,0.9,2006
"1051","SF",3,0.9,1.9,2006
"1052","SG",35.4,4.5,5.3,2006
"1053","C",7.4,1,6.5,2006
"1054","PF",14.8,5.5,9.3,2006
"1055","SG",4.2,0.6,1.7,2006
"1056","SF",5,2.3,3.6,2006
"1057","C",2,0.3,1.6,2006
"1058","PG",3.9,1.7,1.9,2006
"1059","PG",11.5,3.7,3.4,2006
"1060","PF",1,0.5,0,2006
"1061","SG",1.3,0.3,0.5,2006
"1062","SF",2.2,1.3,1.8,2007
"1063","C",7.8,1.1,5.9,2007
"1064","PF",6.9,1,3.3,2007
"1065","PG",4.4,1.9,1.6,2007
"1066","SG",31.6,5.4,5.7,2007
"1067","C",8.4,1.8,6,2007
"1068","PF",15.9,4.8,9.7,2007
"1069","SF",11.4,4.3,5.1,2007
"1070","SG",8.4,1,2.9,2007
"1071","C",5.3,0.9,3.6,2007
"1072","SG",4.3,0.9,1.5,2007
"1073","PG",3.1,1,1.4,2007
"1074","PG",11.1,2.8,2.5,2007
"1075","PF",6.6,1.2,3.3,2007
"1076","PG",0.8,1.3,0.7,2006
"1077","C",4.5,0.4,5.5,2006
"1078","C",3.8,0.4,4.1,2006
"1079","PG",17.9,8.9,4.3,2006
"1080","SF",2.2,0.5,1.5,2006
"1081","C",2.8,0.1,2.1,2006
"1082","PG",13.3,4.3,2.5,2006
"1083","PF",7,0.4,3.3,2006
"1084","SG",23.2,3.1,5.8,2006
"1085","SF",9.3,0.8,3.1,2006
"1086","SF",11.5,2.9,5,2006
"1087","SG",6.8,1.6,2.1,2006
"1088","PF",14,1.4,10,2006
"1089","PG",3.6,1.3,0.8,2006
"1090","PF",3.3,0.3,1.8,2006
"1091","SF",4.7,0.5,2.8,2021
"1092","SG",4,0.5,0.8,2021
"1093","SF",17.1,3.4,3,2021
"1094","PF",4.7,1,2.9,2021
"1095","PF",5.5,0.8,3.3,2021
"1096","SG",24.7,3.4,6,2021
"1097","SF",26.4,4.3,7.4,2021
"1098","PG",19.3,4.9,4,2021
"1099","C",3.4,0.8,2.2,2021
"1100","PG",13.1,5.7,3.5,2021
"1101","SG",7.7,1.8,2.4,2021
"1102","C",8,1.8,6.9,2021
"1103","SG",3.1,0.7,2,2021
"1104","PF",4.6,0.7,2.7,2021
"1105","C",2.5,0.2,2.7,2021
"1106","PG",3.8,2.4,0.8,2021
"1107","PF",7.6,1.2,8.1,2021
"1108","PF",0.7,0.2,0.5,1994
"1109","SF",5,0.8,2.7,1994
"1110","C",3,0,0,1994
"1111","C",4.2,0.7,3.5,1994
"1112","SF",6.5,0.4,4.7,1994
"1113","C",8.6,0.5,8.4,1994
"1114","SG",7.5,2.9,1.7,1994
"1115","SG",15.9,5.2,3.5,1994
"1116","PG",2.9,1.7,0.6,1994
"1117","PG",15.1,12.6,3.2,1994
"1118","PF",25.2,4,11.5,1994
"1119","C",1.3,0,0.7,1994
"1120","SG",4.1,0.4,1,1994
"1121","SF",3.4,0.1,1.8,1994
"1122","PF",11.2,1,4.1,1994
"1123","SF",8,1.5,4.7,1994
"1124","SG",3.1,0.6,1.1,1994
"1125","PF",1.6,0,1.2,1995
"1126","C",2.8,0.2,3.9,1995
"1127","PG",3.4,1.7,0.7,1995
"1128","PF",2.3,0.3,3.4,1995
"1129","C",3.9,0.5,3.3,1995
"1130","PG",13,6.4,2.8,1995
"1131","SF",21.9,2.5,6.4,1995
"1132","SF",7.7,1.1,2.1,1995
"1133","SG",3.7,1.6,1,1995
"1134","PG",5.8,3.4,1,1995
"1135","C",9.9,1.3,5.2,1995
"1136","SG",1.3,0,0.3,1995
"1137","SG",16,1.6,4,1995
"1138","PF",17.7,3.6,10.3,1995
"1139","PF",6.2,0.5,4.4,1997
"1140","SG",14.5,3.6,3.5,1997
"1141","SF",7.8,1.9,3.1,1997
"1142","C",16.2,2.1,8.1,1997
"1143","SG",4.6,1.6,1.8,1997
"1144","C",1.7,0.3,1.9,1997
"1145","C",2.6,0.5,2.1,1997
"1146","SF",8.3,1.9,6.4,1997
"1147","PG",9.5,6.3,2.8,1997
"1148","SG",6.7,1.9,1.7,1997
"1149","PG",5.1,4.1,1.7,1997
"1150","PG",1.5,2.9,1.5,1997
"1151","PF",3.4,0.9,2.8,1997
"1152","PF",6.6,0.6,4.7,1997
"1153","PF",18.7,2.2,6.9,1997
"1154","PF",4.6,0.2,2.2,1998
"1155","SF",11.8,1.1,2.3,1998
"1156","SG",2.6,0.6,1.3,1998
"1157","SF",15.8,4.4,7.1,1998
"1158","PG",19.2,8.3,4.5,1998
"1159","C",2.4,0.2,1.4,1998
"1160","PG",5.2,2.6,1.4,1998
"1161","SG",10.5,2.7,4.1,1998
"1162","SG",2.7,0,0.6,1998
"1163","SF",6.3,1.2,3.6,1998
"1164","C",3.2,0.2,3.3,1998
"1165","SG",3.4,3.1,2.2,1998
"1166","PF",7.2,1.4,3.2,1998
"1167","SF",1.9,0.2,1,1998
"1168","C",19.2,1.9,8,1998
"1169","PF",4,0.6,3.3,1999
"1170","SF",7.8,1.8,3.8,1999
"1171","SF",10.3,0.8,2.4,1999
"1172","SF",15,3.7,7.4,1999
"1173","PF",10.9,0.9,3.9,1999
"1174","SG",2.2,1.7,1.2,1999
"1175","PG",21.7,8.7,4.8,1999
"1176","SG",10.3,2.5,4,1999
"1177","SG",2.5,0,1,1999
"1178","C",5.1,0.2,3,1999
"1179","PG",5.9,2.3,1.2,1999
"1180","PG",3.2,2,1.6,1999
"1181","C",7.7,0.9,8.8,1999
"1182","SF",2.4,0.2,1.3,1999
"1183","PF",13.8,1.6,6.2,1999
"1184","C",5.5,0.5,3.3,1999
"1185","PF",7.6,0.7,5.1,2000
"1186","C",3.8,0.6,2.9,2000
"1187","PG",7.8,3.8,1.6,2000
"1188","PF",3.8,0.3,2.7,2000
"1189","SF",5.3,0.8,4.1,2000
"1190","C",6.7,1.3,4.8,2000
"1191","C",7.1,0.2,6.9,2000
"1192","PF",14.9,3,5.7,2000
"1193","SG",1.5,0.8,0.8,2000
"1194","PF",1.8,0.1,3.1,2000
"1195","SF",6.3,1.2,7.2,2000
"1196","SG",17.4,2.5,2.9,2000
"1197","PG",1.1,0.9,1.1,2000
"1198","SG",9,1.5,1.8,2000
"1199","PG",12.6,7.5,3.8,2000
"1200","SF",10.2,0.9,3.4,2000
"1201","PF",10.2,1.1,7.2,2001
"1202","PG",6,3.4,1.9,2001
"1203","PG",4.9,3,1.1,2001
"1204","C",3.4,0.5,4.9,2001
"1205","SF",2.6,0,1.8,2001
"1206","C",3.7,0.8,9.3,2001
"1207","C",1.6,0.2,1.9,2001
"1208","SG",10.9,1.4,2.1,2001
"1209","SF",17,1.7,7.1,2001
"1210","SG",9.1,2.8,4.2,2001
"1211","PF",12,1.9,7.4,2001
"1212","SG",9.4,1.8,4,2001
"1213","SF",4.6,0.4,2.9,2001
"1214","PG",5.7,2.4,1.3,2001
"1215","C",1.4,0,1.5,2001
"1216","SF",8.2,1.8,2.7,2001
"1217","PG",23.9,7.6,3.1,2001
"1218","C",2.8,0.6,3.8,2001
"1219","PF",7.2,0.9,4.1,2002
"1220","SG",2.8,1.4,0.9,2002
"1221","SG",1.8,0.2,0.5,2002
"1222","PF",2.1,0.8,1.8,2002
"1223","SF",1.5,0.3,1.1,2002
"1224","C",4.5,1.1,3.9,2002
"1225","PG",14.7,9.9,7.3,2002
"1226","SF",14.8,2,7.5,2002
"1227","PF",14.9,2.6,5.3,2002
"1228","SG",13.4,2.6,3.3,2002
"1229","SG",9.1,1.6,2.8,2002
"1230","SF",9.4,1.8,3.7,2002
"1231","SF",0.6,0.6,0.5,2002
"1232","C",9.7,1.3,6.1,2002
"1233","C",6.2,1.1,4.1,2003
"1234","PG",4.1,1.3,1.2,2003
"1235","SG",1.4,0.1,0.2,2003
"1236","PF",3.1,0.8,2.4,2003
"1237","PG",1.3,1.3,0.5,2003
"1238","C",5.8,0.8,6.4,2003
"1239","SF",0,0,1,2003
"1240","C",5.7,1.1,4.6,2003
"1241","PG",18.7,8.9,6.3,2003
"1242","PF",16.7,2.4,8.3,2003
"1243","SG",13,2.6,3.9,2003
"1244","SG",10.3,2,3,2003
"1245","SF",15.5,2.5,6.5,2003
"1246","PF",7,1.6,3.9,2003
"1247","SG",2.6,0.4,0.8,2003
"1248","C",6.3,1.1,4.1,2004
"1249","C",8,0.7,2.3,2004
"1250","PG",1.5,1,0.6,2004
"1251","SG",2.7,0.3,0.8,2004
"1252","PF",3.5,0.9,2.5,2004
"1253","PF",1,0,1.7,2004
"1254","SG",0.2,0.2,0.5,2004
"1255","C",5.9,2,5.1,2004
"1256","PG",15.5,9.2,6.4,2004
"1257","PF",16.7,2.5,9.4,2004
"1258","SG",13.1,2.5,4,2004
"1259","PG",6.9,2,2.1,2004
"1260","SF",18.5,3.8,5.6,2004
"1261","PG",1.9,1,0.7,2004
"1262","PF",7.8,2,4.4,2004
"1263","SG",2.4,0.6,1.2,2004
"1264","SG",3.1,1.4,1.1,2004
"1265","C",1.7,0.2,1.4,2005
"1266","PF",16.8,1.9,8.9,2005
"1267","PF",11.5,1.2,6.6,2005
"1268","SG",7.7,1.7,3.1,2005
"1269","SF",18.5,2.6,3.4,2005
"1270","SF",6,0.8,2.6,2005
"1271","C",3.9,0.4,4.9,2005
"1272","C",7.2,0.6,3.5,2005
"1273","PG",5.8,3.5,1.7,2005
"1274","SG",12.5,2.1,4.2,2005
"1275","PG",4.6,4.4,1.4,2005
"1276","C",2.3,0.1,2.1,2005
"1277","C",3.3,0.3,3.1,2005
"1278","PG",14.2,6.4,3.5,2005
"1279","C",4.6,0.4,3.7,2006
"1280","SG",2.3,0.3,0.6,2006
"1281","PF",2.3,0.1,2.3,2006
"1282","C",5,0.2,4.8,2006
"1283","PG",16.1,7.8,5.1,2006
"1284","PF",17.1,1.2,7.4,2006
"1285","SF",10.8,0.9,4.2,2006
"1286","SG",7.7,1.1,2,2006
"1287","PF",1.8,0.3,2.1,2006
"1288","SG",8,1.5,2.4,2006
"1289","SF",4.3,0.4,3.4,2006
"1290","C",6.5,0.7,3.3,2006
"1291","PF",6.7,0.3,2.3,2006
"1292","PG",2.8,1.1,1.2,2006
"1293","C",9,1.2,7.3,2006
"1294","SF",8.7,0.5,2.9,2006
"1295","PG",12.3,4.8,2.7,2006
"1296","PF",2,0.2,2.2,2007
"1297","PG",1,1.5,0.5,2007
"1298","C",10.1,1.1,7.8,2007
"1299","SF",16.9,2.8,5.9,2007
"1300","SG",13.8,2.5,3.5,2007
"1301","PG",2.9,1.5,1.1,2007
"1302","SG",1.9,1.1,1.5,2007
"1303","PF",20.5,2.9,9.4,2007
"1304","PF",1.6,0.3,2,2007
"1305","PG",6.9,2.9,2.7,2007
"1306","C",1.6,0.2,1.4,2007
"1307","SG",5.2,1.1,2.3,2007
"1308","PG",12.3,4.7,2.9,2007
"1309","PG",9.3,5.1,3.4,2007
"1310","PF",11,2.3,4.9,2007
"1311","SF",0,0,0,2007
"1312","PG",0,1.3,1,2007
"1313","SF",1.2,0.4,0.3,2007
"1314","C",2.3,0.3,2,2008
"1315","PF",12.7,1.2,4.5,2008
"1316","PG",1.5,1.8,0.3,2008
"1317","PG",4.6,4.4,1.9,2008
"1318","C",15.7,1.9,12.7,2008
"1319","SF",22.1,2.7,5.6,2008
"1320","SG",12.8,2.6,3.5,2008
"1321","PG",5.3,2.6,1.5,2008
"1322","PF",17.6,2,8,2008
"1323","SG",0.8,0.2,0.3,2008
"1324","C",5.5,0.7,5.2,2008
"1325","PF",0.9,0.3,1.1,2008
"1326","PF",4.1,0.4,3.4,2008
"1327","PF",2.5,0.5,2.1,2008
"1328","SG",4.1,1.2,2.3,2008
"1329","SG",4.7,0.8,1.4,2008
"1330","SF",5.1,0.9,3.2,2008
"1331","PG",5.9,3,1.8,2008
"1332","PF",12.4,2.7,5.1,2008
"1333","SF",3,0.5,1.5,2018
"1334","C",12.9,4.7,7.3,2018
"1335","C",6,1.1,5.4,2018
"1336","C",5.3,0.9,4.3,2018
"1337","SF",2,0,1,2018
"1338","C",10.3,2.2,6.8,2018
"1339","PF",2.4,0.5,1.6,2018
"1340","SG",3,0.6,1.5,2018
"1341","SG",14.5,1.6,4.9,2018
"1342","SF",13.9,1.6,5,2018
"1343","PG",8.5,1,0.8,2018
"1344","PG",1.1,0.7,0.6,2018
"1345","PG",24.4,5.1,3.8,2018
"1346","PF",13.6,1.3,5.4,2018
"1347","SG",10.2,4.8,3.5,2018
"1348","PF",2.7,0.3,2.2,2018
"1349","PG",4.3,1.8,1.7,2018
"1350","PG",11.3,2.9,4.7,2018
"1351","SG",0,0,1,2018
"1352","SF",4,0.3,1.9,2019
"1353","PG",15.5,4.1,3.6,2019
"1354","SG",2.6,0.3,0.9,2019
"1355","SF",0,0,0,2019
"1356","SG",3.7,0.3,1.9,2019
"1357","PG",0.8,1.3,1.5,2019
"1358","PF",13.6,1,5.2,2019
"1359","PF",9.4,1.4,4.6,2019
"1360","C",4.9,0.6,4.2,2019
"1361","PF",3.6,0.5,2.4,2019
"1362","SF",28,4.1,8.2,2019
"1363","PG",4.3,1.6,1,2019
"1364","PG",22.9,10.7,11.1,2019
"1365","C",13.9,1.6,9.5,2019
"1366","SG",6.9,1,1.9,2019
"1367","C",0,0,1,2019
"1368","SG",5.3,0.6,1.6,2019
"1369","SF",6.3,0.7,1.9,2020
"1370","SF",2.9,0.6,3.9,2020
"1371","PG",17.6,6.7,5,2020
